employee_id,name,department,date,status,check_in_time,check_out_time,project_code,location
1251,Employee_1251,Finance,29/10/2025,Leave,,,PRJ401,Remote
1214,Employee_1214,Finance,18/05/2025,Present,10:06:00,17:03:00,PRJ201,Office
1268,Employee_1268,Audit,13/08/2025,Absent,,,PRJ401,Remote
1138,Employee_1138,Finance,23/09/2025,Present,9:41:00,17:23:00,PRJ201,Remote
1441,Employee_1441,Audit,23/01/2025,Absent,,,PRJ102,Remote
1254,Employee_1254,Consulting,14/10/2025,Present,10:30:00,18:10:00,PRJ401,Remote
1243,Employee_1243,Finance,11/09/2025,Present,10:28:00,19:52:00,PRJ201,Office
1247,Employee_1247,HR,19/08/2025,Present,9:01:00,17:58:00,PRJ102,Office
1186,Employee_1186,HR,22/02/2025,Leave,,,PRJ401,Remote
1296,Employee_1296,HR,29/10/2025,Present,9:04:00,19:34:00,PRJ102,Remote
1119,Employee_1119,Consulting,24/07/2025,Absent,,,PRJ301,Remote
1259,Employee_1259,IT,01/03/2025,Present,10:23:00,18:10:00,PRJ201,Remote
1497,Employee_1497,Finance,26/04/2025,Present,9:11:00,18:47:00,PRJ101,Remote
1078,Employee_1078,Audit,16/02/2025,Present,9:38:00,19:23:00,PRJ101,Office
1304,Employee_1304,Finance,28/07/2025,Present,9:43:00,17:40:00,PRJ102,Office
1263,Employee_1263,IT,28/01/2025,Present,10:05:00,18:51:00,PRJ102,Remote
1164,Employee_1164,HR,02/09/2025,Absent,,,PRJ201,Office
1183,Employee_1183,HR,04/01/2025,Present,10:50:00,19:13:00,PRJ101,Office
1198,Employee_1198,Audit,07/04/2025,Present,10:39:00,17:46:00,PRJ301,Office
1345,Employee_1345,HR,17/02/2025,Present,9:53:00,18:38:00,PRJ301,Remote
1117,Employee_1117,IT,17/12/2025,Present,9:12:00,18:18:00,PRJ401,Office
1186,Employee_1186,HR,19/10/2025,Present,10:42:00,18:11:00,PRJ301,Office
1328,Employee_1328,Finance,08/09/2025,Present,9:47:00,19:33:00,PRJ102,Remote
1467,Employee_1467,IT,22/09/2025,Absent,,,PRJ201,Office
1175,Employee_1175,Audit,24/06/2025,Absent,,,PRJ301,Office
1170,Employee_1170,IT,09/07/2025,Present,9:29:00,17:47:00,PRJ101,Remote
1255,Employee_1255,Finance,30/01/2025,Present,9:28:00,17:25:00,PRJ201,Office
1235,Employee_1235,Consulting,25/03/2025,Absent,,,PRJ102,Office
1470,Employee_1470,Consulting,11/11/2025,Present,10:22:00,18:39:00,PRJ401,Remote
1077,Employee_1077,HR,22/05/2025,Present,10:32:00,19:22:00,PRJ102,Remote
1482,Employee_1482,Audit,26/10/2025,Absent,,,PRJ301,Office
1398,Employee_1398,IT,13/07/2025,Present,9:51:00,18:54:00,PRJ301,Office
1059,Employee_1059,HR,01/12/2025,Present,10:05:00,18:47:00,PRJ102,Remote
1244,Employee_1244,IT,07/01/2025,Present,9:41:00,19:46:00,PRJ102,Remote
1382,Employee_1382,IT,09/01/2025,Absent,,,PRJ201,Remote
1258,Employee_1258,IT,04/01/2025,Present,10:49:00,18:09:00,PRJ301,Remote
1397,Employee_1397,Consulting,13/09/2025,Present,9:23:00,19:35:00,PRJ101,Remote
1110,Employee_1110,IT,11/07/2025,Absent,,,PRJ401,Remote
1215,Employee_1215,Consulting,20/09/2025,Present,9:09:00,17:58:00,PRJ201,Remote
1464,Employee_1464,Audit,21/07/2025,Present,10:50:00,19:41:00,PRJ201,Remote
1259,Employee_1259,Consulting,23/06/2025,Absent,,,PRJ401,Remote
1169,Employee_1169,Finance,24/01/2025,Present,10:04:00,18:11:00,PRJ201,Office
1404,Employee_1404,HR,28/12/2025,Present,9:23:00,19:15:00,PRJ102,Office
1136,Employee_1136,IT,25/06/2025,Present,10:34:00,19:44:00,PRJ101,Remote
1404,Employee_1404,IT,05/07/2025,Present,9:59:00,18:17:00,PRJ102,Remote
1101,Employee_1101,IT,17/04/2025,Absent,,,PRJ401,Office
1267,Employee_1267,IT,11/10/2025,Present,9:03:00,18:03:00,PRJ101,Office
1137,Employee_1137,Audit,05/02/2025,Present,10:28:00,17:02:00,PRJ102,Office
1317,Employee_1317,IT,03/03/2025,Present,10:33:00,18:44:00,PRJ401,Office
1179,Employee_1179,Audit,02/12/2025,Leave,,,PRJ101,Remote
1385,Employee_1385,IT,09/05/2025,Absent,,,PRJ301,Remote
1470,Employee_1470,HR,26/07/2025,Present,9:55:00,17:54:00,PRJ401,Remote
1308,Employee_1308,Audit,24/08/2025,Present,9:20:00,19:23:00,PRJ401,Office
1043,Employee_1043,Consulting,06/10/2025,Absent,,,PRJ301,Office
1196,Employee_1196,Consulting,18/10/2025,Present,9:21:00,19:23:00,PRJ301,Remote
1194,Employee_1194,Consulting,30/07/2025,Present,10:15:00,18:47:00,PRJ401,Remote
1381,Employee_1381,Consulting,07/03/2025,Present,9:05:00,19:09:00,PRJ301,Remote
1223,Employee_1223,Consulting,01/12/2025,Present,10:45:00,17:32:00,PRJ102,Office
1199,Employee_1199,HR,11/12/2025,Present,10:13:00,18:07:00,PRJ201,Remote
1017,Employee_1017,IT,03/05/2025,Leave,,,PRJ102,Remote
1091,Employee_1091,HR,04/04/2025,Absent,,,PRJ201,Office
1379,Employee_1379,Consulting,26/10/2025,Absent,,,PRJ201,Office
1136,Employee_1136,Consulting,08/06/2025,Present,9:26:00,19:42:00,PRJ301,Remote
1393,Employee_1393,Audit,30/11/2025,Present,9:25:00,18:09:00,PRJ401,Remote
1144,Employee_1144,HR,09/10/2025,Present,9:35:00,17:51:00,PRJ101,Remote
1015,Employee_1015,Consulting,26/02/2025,Present,9:08:00,19:54:00,PRJ102,Office
1249,Employee_1249,IT,21/11/2025,Present,9:26:00,17:16:00,PRJ101,Office
1255,Employee_1255,Audit,05/10/2025,Absent,,,PRJ201,Office
1217,Employee_1217,Audit,27/06/2025,Present,10:58:00,19:44:00,PRJ102,Remote
1471,Employee_1471,Consulting,26/06/2025,Absent,,,PRJ101,Office
1107,Employee_1107,Finance,05/07/2025,Absent,,,PRJ301,Remote
1105,Employee_1105,Audit,13/04/2025,Present,10:35:00,17:16:00,PRJ301,Office
1200,Employee_1200,Audit,03/12/2025,Present,9:35:00,17:25:00,PRJ401,Remote
1082,Employee_1082,Audit,04/01/2025,Present,10:40:00,17:59:00,PRJ201,Remote
1282,Employee_1282,Finance,12/10/2025,Present,10:45:00,18:32:00,PRJ101,Remote
1349,Employee_1349,IT,10/04/2025,Present,9:56:00,18:30:00,PRJ102,Remote
1073,Employee_1073,Audit,23/05/2025,Present,10:59:00,17:49:00,PRJ401,Office
1388,Employee_1388,Consulting,05/06/2025,Present,10:28:00,17:18:00,PRJ101,Office
1401,Employee_1401,IT,26/11/2025,Present,9:24:00,17:15:00,PRJ301,Remote
1193,Employee_1193,Audit,31/07/2025,Present,9:31:00,17:41:00,PRJ301,Office
1281,Employee_1281,Finance,23/02/2025,Present,9:46:00,17:29:00,PRJ102,Remote
1412,Employee_1412,Finance,08/01/2025,Absent,,,PRJ401,Office
1473,Employee_1473,Audit,26/05/2025,Present,9:43:00,18:21:00,PRJ201,Remote
1290,Employee_1290,Audit,07/05/2025,Present,9:59:00,17:29:00,PRJ102,Office
1133,Employee_1133,Consulting,13/05/2025,Leave,,,PRJ201,Remote
1273,Employee_1273,Finance,04/12/2025,Leave,,,PRJ102,Office
1166,Employee_1166,Consulting,17/01/2025,Present,10:21:00,18:32:00,PRJ201,Office
1096,Employee_1096,IT,17/01/2025,Present,10:14:00,18:02:00,PRJ401,Office
1361,Employee_1361,Finance,27/10/2025,Present,10:23:00,19:23:00,PRJ201,Remote
1440,Employee_1440,HR,12/06/2025,Present,9:54:00,17:03:00,PRJ102,Remote
1205,Employee_1205,Consulting,29/10/2025,Present,9:55:00,18:20:00,PRJ401,Remote
1132,Employee_1132,Audit,17/09/2025,Leave,,,PRJ101,Remote
1197,Employee_1197,HR,17/09/2025,Present,9:34:00,17:31:00,PRJ102,Remote
1008,Employee_1008,Finance,17/11/2025,Leave,,,PRJ102,Office
1450,Employee_1450,Consulting,13/10/2025,Leave,,,PRJ301,Office
1238,Employee_1238,Audit,01/10/2025,Present,10:43:00,17:32:00,PRJ301,Office
1031,Employee_1031,Consulting,11/11/2025,Present,10:35:00,18:21:00,PRJ101,Office
1450,Employee_1450,Finance,22/04/2025,Present,9:15:00,17:53:00,PRJ102,Office
1035,Employee_1035,Consulting,22/02/2025,Present,10:46:00,18:19:00,PRJ201,Remote
1340,Employee_1340,Finance,28/09/2025,Present,10:42:00,17:32:00,PRJ401,Remote
1499,Employee_1499,Finance,29/04/2025,Absent,,,PRJ102,Office
1415,Employee_1415,Consulting,08/02/2025,Leave,,,PRJ201,Remote
1296,Employee_1296,HR,25/02/2025,Leave,,,PRJ301,Office
1104,Employee_1104,Audit,01/10/2025,Present,10:54:00,18:33:00,PRJ102,Office
1104,Employee_1104,HR,29/08/2025,Absent,,,PRJ401,Office
1343,Employee_1343,Finance,23/11/2025,Present,10:27:00,17:24:00,PRJ401,Remote
1374,Employee_1374,IT,18/07/2025,Absent,,,PRJ201,Office
1044,Employee_1044,Finance,01/07/2025,Present,10:27:00,19:54:00,PRJ201,Remote
1187,Employee_1187,HR,24/05/2025,Present,10:02:00,18:40:00,PRJ201,Remote
1427,Employee_1427,Audit,23/06/2025,Present,10:26:00,17:23:00,PRJ201,Office
1127,Employee_1127,IT,25/07/2025,Present,10:31:00,17:01:00,PRJ101,Office
1390,Employee_1390,Audit,27/12/2025,Leave,,,PRJ301,Remote
1008,Employee_1008,HR,06/07/2025,Present,9:10:00,17:56:00,PRJ401,Office
1207,Employee_1207,Consulting,19/02/2025,Present,9:31:00,19:45:00,PRJ401,Remote
1041,Employee_1041,IT,12/04/2025,Present,9:13:00,19:12:00,PRJ201,Office
1178,Employee_1178,Audit,19/05/2025,Present,10:48:00,17:22:00,PRJ201,Remote
1043,Employee_1043,HR,25/11/2025,Absent,,,PRJ102,Office
1399,Employee_1399,HR,27/12/2025,Present,10:33:00,19:00:00,PRJ401,Remote
1056,Employee_1056,Finance,29/03/2025,Present,10:16:00,17:29:00,PRJ301,Remote
1498,Employee_1498,IT,17/11/2025,Present,10:16:00,18:00:00,PRJ401,Remote
1432,Employee_1432,Audit,06/08/2025,Present,10:14:00,19:17:00,PRJ301,Office
1374,Employee_1374,HR,31/07/2025,Present,9:22:00,18:00:00,PRJ101,Remote
1050,Employee_1050,Finance,21/06/2025,Absent,,,PRJ401,Office
1269,Employee_1269,IT,10/11/2025,Leave,,,PRJ102,Remote
1363,Employee_1363,Consulting,30/05/2025,Absent,,,PRJ401,Office
1472,Employee_1472,IT,14/07/2025,Present,9:05:00,18:07:00,PRJ201,Remote
1369,Employee_1369,Finance,21/03/2025,Absent,,,PRJ201,Remote
1396,Employee_1396,Audit,19/11/2025,Present,10:18:00,17:37:00,PRJ102,Remote
1304,Employee_1304,Audit,23/04/2025,Leave,,,PRJ102,Office
1222,Employee_1222,Finance,09/06/2025,Present,9:54:00,17:57:00,PRJ401,Remote
1290,Employee_1290,Finance,10/08/2025,Absent,,,PRJ101,Remote
1019,Employee_1019,HR,14/06/2025,Absent,,,PRJ201,Office
1449,Employee_1449,Audit,13/04/2025,Present,9:04:00,18:11:00,PRJ201,Remote
1038,Employee_1038,Finance,26/12/2025,Present,10:47:00,19:06:00,PRJ101,Remote
1045,Employee_1045,Audit,24/08/2025,Present,10:35:00,17:15:00,PRJ201,Office
1361,Employee_1361,HR,18/05/2025,Present,10:39:00,17:28:00,PRJ401,Office
1138,Employee_1138,Finance,28/12/2025,Present,10:08:00,18:15:00,PRJ102,Office
1263,Employee_1263,Consulting,17/10/2025,Absent,,,PRJ201,Remote
1460,Employee_1460,IT,11/07/2025,Present,10:11:00,18:13:00,PRJ102,Office
1247,Employee_1247,Finance,19/08/2025,Absent,,,PRJ102,Remote
1089,Employee_1089,Consulting,16/03/2025,Present,9:41:00,18:44:00,PRJ401,Remote
1454,Employee_1454,HR,11/01/2025,Present,9:47:00,19:54:00,PRJ401,Remote
1491,Employee_1491,HR,15/01/2025,Absent,,,PRJ102,Office
1168,Employee_1168,Finance,11/08/2025,Absent,,,PRJ101,Office
1465,Employee_1465,HR,23/04/2025,Present,10:14:00,19:53:00,PRJ102,Remote
1164,Employee_1164,Finance,04/12/2025,Present,9:37:00,18:55:00,PRJ101,Office
1067,Employee_1067,Finance,15/09/2025,Leave,,,PRJ101,Remote
1472,Employee_1472,Audit,12/03/2025,Leave,,,PRJ301,Office
1275,Employee_1275,Finance,01/08/2025,Present,10:06:00,18:26:00,PRJ401,Office
1391,Employee_1391,Consulting,26/09/2025,Present,10:42:00,18:02:00,PRJ401,Office
1274,Employee_1274,Finance,09/03/2025,Leave,,,PRJ301,Office
1081,Employee_1081,IT,17/09/2025,Leave,,,PRJ401,Office
1191,Employee_1191,Finance,23/09/2025,Present,10:39:00,17:19:00,PRJ102,Office
1170,Employee_1170,HR,31/05/2025,Present,9:58:00,19:48:00,PRJ401,Office
1029,Employee_1029,HR,26/06/2025,Present,10:56:00,17:10:00,PRJ301,Remote
1499,Employee_1499,IT,23/01/2025,Present,9:14:00,18:40:00,PRJ201,Office
1475,Employee_1475,Finance,09/03/2025,Present,9:00:00,17:21:00,PRJ301,Office
1016,Employee_1016,Finance,03/03/2025,Present,10:58:00,19:44:00,PRJ101,Remote
1133,Employee_1133,Consulting,13/11/2025,Absent,,,PRJ301,Remote
1292,Employee_1292,Consulting,20/06/2025,Present,9:52:00,17:31:00,PRJ201,Remote
1360,Employee_1360,Audit,12/09/2025,Present,9:10:00,17:30:00,PRJ301,Remote
1206,Employee_1206,IT,21/01/2025,Present,9:54:00,18:42:00,PRJ101,Office
1249,Employee_1249,Finance,01/08/2025,Leave,,,PRJ102,Office
1427,Employee_1427,IT,27/01/2025,Present,9:16:00,17:45:00,PRJ401,Office
1187,Employee_1187,Consulting,16/08/2025,Present,10:30:00,18:04:00,PRJ102,Remote
1385,Employee_1385,Finance,12/04/2025,Present,9:46:00,18:53:00,PRJ102,Office
1252,Employee_1252,IT,10/12/2025,Present,9:16:00,18:23:00,PRJ201,Office
1264,Employee_1264,Consulting,04/04/2025,Present,9:05:00,19:02:00,PRJ102,Office
1468,Employee_1468,Consulting,27/01/2025,Present,9:53:00,17:25:00,PRJ401,Remote
1095,Employee_1095,IT,17/11/2025,Absent,,,PRJ301,Remote
1108,Employee_1108,Consulting,08/11/2025,Present,10:16:00,17:31:00,PRJ201,Remote
1385,Employee_1385,Consulting,29/07/2025,Present,9:18:00,18:44:00,PRJ201,Office
1284,Employee_1284,HR,21/09/2025,Present,10:17:00,19:55:00,PRJ101,Office
1374,Employee_1374,Audit,16/05/2025,Present,10:29:00,19:37:00,PRJ102,Remote
1168,Employee_1168,Finance,13/06/2025,Leave,,,PRJ301,Office
1201,Employee_1201,Finance,16/03/2025,Present,9:04:00,17:28:00,PRJ301,Office
1469,Employee_1469,IT,17/12/2025,Leave,,,PRJ201,Remote
1109,Employee_1109,Audit,15/09/2025,Present,9:00:00,17:56:00,PRJ102,Remote
1289,Employee_1289,Audit,02/08/2025,Present,9:22:00,19:28:00,PRJ101,Office
1362,Employee_1362,Consulting,25/10/2025,Present,10:26:00,17:45:00,PRJ301,Remote
1374,Employee_1374,Consulting,03/02/2025,Present,10:28:00,17:04:00,PRJ401,Remote
1468,Employee_1468,Consulting,31/07/2025,Present,9:09:00,17:04:00,PRJ401,Remote
1142,Employee_1142,Finance,12/03/2025,Present,9:53:00,19:05:00,PRJ401,Office
1241,Employee_1241,IT,13/10/2025,Present,9:42:00,19:57:00,PRJ401,Office
1282,Employee_1282,Consulting,23/11/2025,Leave,,,PRJ401,Remote
1094,Employee_1094,HR,03/11/2025,Present,10:22:00,17:03:00,PRJ101,Office
1084,Employee_1084,Finance,24/03/2025,Present,9:30:00,17:18:00,PRJ102,Office
1056,Employee_1056,IT,18/06/2025,Present,10:25:00,18:26:00,PRJ401,Remote
1455,Employee_1455,Audit,19/07/2025,Absent,,,PRJ401,Remote
1124,Employee_1124,Finance,14/10/2025,Absent,,,PRJ401,Office
1383,Employee_1383,IT,20/11/2025,Present,9:31:00,17:49:00,PRJ101,Remote
1061,Employee_1061,Consulting,27/01/2025,Absent,,,PRJ301,Office
1209,Employee_1209,HR,13/05/2025,Leave,,,PRJ201,Office
1313,Employee_1313,Audit,06/02/2025,Present,9:17:00,19:27:00,PRJ401,Office
1499,Employee_1499,Audit,11/07/2025,Present,9:54:00,17:20:00,PRJ301,Office
1104,Employee_1104,Audit,19/07/2025,Present,10:54:00,19:47:00,PRJ101,Remote
1483,Employee_1483,Finance,17/03/2025,Present,10:08:00,19:02:00,PRJ101,Office
1061,Employee_1061,IT,15/01/2025,Present,10:16:00,18:45:00,PRJ102,Remote
1294,Employee_1294,Audit,26/09/2025,Leave,,,PRJ102,Office
1129,Employee_1129,Audit,03/05/2025,Leave,,,PRJ102,Office
1136,Employee_1136,Finance,06/01/2025,Present,10:43:00,18:10:00,PRJ101,Office
1177,Employee_1177,Finance,29/06/2025,Present,9:40:00,19:41:00,PRJ201,Office
1454,Employee_1454,IT,07/02/2025,Leave,,,PRJ301,Office
1229,Employee_1229,Consulting,05/08/2025,Present,9:24:00,18:34:00,PRJ102,Remote
1041,Employee_1041,Consulting,21/03/2025,Absent,,,PRJ102,Remote
1222,Employee_1222,Finance,04/10/2025,Absent,,,PRJ101,Office
1051,Employee_1051,HR,05/05/2025,Absent,,,PRJ401,Office
1386,Employee_1386,IT,16/06/2025,Present,10:16:00,18:43:00,PRJ401,Office
1365,Employee_1365,Finance,14/11/2025,Present,9:24:00,19:21:00,PRJ102,Office
1163,Employee_1163,IT,30/08/2025,Absent,,,PRJ102,Remote
1100,Employee_1100,HR,16/01/2025,Present,9:00:00,18:19:00,PRJ301,Office
1325,Employee_1325,Audit,24/06/2025,Present,10:52:00,18:55:00,PRJ301,Office
1133,Employee_1133,HR,09/11/2025,Absent,,,PRJ301,Office
1062,Employee_1062,HR,30/04/2025,Present,9:46:00,18:37:00,PRJ301,Office
1247,Employee_1247,Audit,01/05/2025,Present,9:22:00,17:13:00,PRJ201,Office
1163,Employee_1163,Audit,02/09/2025,Present,10:07:00,17:46:00,PRJ401,Remote
1464,Employee_1464,IT,15/05/2025,Leave,,,PRJ102,Office
1261,Employee_1261,HR,23/03/2025,Present,9:47:00,17:03:00,PRJ201,Office
1253,Employee_1253,Audit,07/03/2025,Present,10:53:00,18:59:00,PRJ201,Office
1181,Employee_1181,HR,21/08/2025,Present,9:08:00,19:45:00,PRJ401,Remote
1367,Employee_1367,Finance,17/01/2025,Leave,,,PRJ301,Office
1335,Employee_1335,IT,17/03/2025,Present,9:27:00,18:53:00,PRJ301,Remote
1160,Employee_1160,HR,21/04/2025,Leave,,,PRJ201,Remote
1152,Employee_1152,HR,13/08/2025,Present,9:44:00,17:27:00,PRJ301,Remote
1052,Employee_1052,Audit,21/08/2025,Present,9:39:00,18:40:00,PRJ101,Remote
1044,Employee_1044,Consulting,26/05/2025,Present,9:34:00,18:01:00,PRJ201,Office
1476,Employee_1476,IT,06/03/2025,Present,9:53:00,17:13:00,PRJ101,Office
1189,Employee_1189,Audit,02/07/2025,Present,10:32:00,17:22:00,PRJ102,Remote
1001,Employee_1001,Consulting,27/01/2025,Present,9:11:00,19:16:00,PRJ101,Remote
1212,Employee_1212,HR,27/11/2025,Absent,,,PRJ201,Office
1399,Employee_1399,Finance,19/10/2025,Present,9:39:00,19:46:00,PRJ101,Remote
1074,Employee_1074,IT,27/09/2025,Present,10:01:00,18:09:00,PRJ401,Office
1063,Employee_1063,HR,29/11/2025,Leave,,,PRJ102,Office
1479,Employee_1479,IT,20/08/2025,Present,9:55:00,19:27:00,PRJ401,Remote
1442,Employee_1442,Consulting,16/03/2025,Present,10:05:00,17:23:00,PRJ101,Office
1352,Employee_1352,Consulting,27/08/2025,Absent,,,PRJ201,Office
1439,Employee_1439,IT,26/07/2025,Present,10:36:00,17:23:00,PRJ301,Office
1343,Employee_1343,Consulting,27/10/2025,Present,9:24:00,19:27:00,PRJ201,Office
1211,Employee_1211,IT,17/07/2025,Present,9:04:00,17:42:00,PRJ401,Office
1378,Employee_1378,HR,03/09/2025,Present,10:37:00,17:07:00,PRJ401,Remote
1046,Employee_1046,IT,06/12/2025,Present,9:23:00,18:26:00,PRJ201,Office
1066,Employee_1066,Audit,02/05/2025,Present,9:43:00,19:18:00,PRJ101,Office
1036,Employee_1036,HR,09/01/2025,Present,10:35:00,18:13:00,PRJ101,Remote
1351,Employee_1351,HR,02/10/2025,Leave,,,PRJ101,Remote
1184,Employee_1184,Audit,23/01/2025,Present,10:32:00,19:39:00,PRJ101,Remote
1092,Employee_1092,Finance,23/01/2025,Present,9:56:00,17:41:00,PRJ301,Office
1438,Employee_1438,IT,09/02/2025,Present,10:16:00,17:36:00,PRJ301,Remote
1343,Employee_1343,IT,05/01/2025,Absent,,,PRJ201,Remote
1096,Employee_1096,HR,29/07/2025,Present,9:24:00,18:44:00,PRJ201,Office
1042,Employee_1042,Consulting,06/08/2025,Present,10:39:00,17:57:00,PRJ101,Office
1121,Employee_1121,Finance,13/11/2025,Leave,,,PRJ102,Office
1462,Employee_1462,Finance,08/02/2025,Present,10:22:00,17:27:00,PRJ102,Remote
1159,Employee_1159,Consulting,25/09/2025,Present,10:20:00,17:53:00,PRJ301,Remote
1044,Employee_1044,Consulting,10/01/2025,Leave,,,PRJ201,Office
1126,Employee_1126,IT,08/05/2025,Absent,,,PRJ201,Remote
1321,Employee_1321,HR,11/06/2025,Absent,,,PRJ401,Office
1414,Employee_1414,HR,06/10/2025,Present,10:52:00,17:37:00,PRJ101,Remote
1476,Employee_1476,Consulting,07/06/2025,Leave,,,PRJ102,Remote
1194,Employee_1194,Finance,17/12/2025,Present,10:18:00,19:19:00,PRJ101,Remote
1479,Employee_1479,Finance,20/12/2025,Present,9:43:00,19:11:00,PRJ201,Remote
1155,Employee_1155,IT,19/11/2025,Absent,,,PRJ102,Office
1428,Employee_1428,Consulting,02/08/2025,Absent,,,PRJ102,Office
1281,Employee_1281,HR,21/02/2025,Absent,,,PRJ301,Remote
1018,Employee_1018,Consulting,08/08/2025,Leave,,,PRJ301,Office
1311,Employee_1311,Finance,16/08/2025,Absent,,,PRJ102,Office
1484,Employee_1484,IT,12/11/2025,Present,9:34:00,19:38:00,PRJ201,Office
1296,Employee_1296,HR,16/02/2025,Present,10:29:00,18:02:00,PRJ401,Office
1025,Employee_1025,Audit,23/06/2025,Present,10:17:00,17:38:00,PRJ201,Remote
1406,Employee_1406,Consulting,20/12/2025,Leave,,,PRJ401,Office
1215,Employee_1215,Audit,06/12/2025,Present,9:36:00,19:09:00,PRJ101,Remote
1105,Employee_1105,HR,17/02/2025,Present,9:07:00,18:24:00,PRJ101,Office
1113,Employee_1113,Audit,10/09/2025,Leave,,,PRJ401,Office
1241,Employee_1241,HR,09/09/2025,Present,9:13:00,19:17:00,PRJ102,Office
1197,Employee_1197,IT,19/03/2025,Absent,,,PRJ201,Remote
1444,Employee_1444,HR,24/09/2025,Present,9:56:00,19:08:00,PRJ401,Office
1193,Employee_1193,Consulting,27/09/2025,Present,10:13:00,18:30:00,PRJ201,Office
1082,Employee_1082,HR,12/06/2025,Present,9:44:00,19:56:00,PRJ102,Remote
1359,Employee_1359,IT,19/11/2025,Present,9:55:00,17:05:00,PRJ101,Remote
1271,Employee_1271,Consulting,01/02/2025,Present,10:16:00,19:43:00,PRJ401,Office
1482,Employee_1482,Audit,01/10/2025,Present,10:51:00,17:22:00,PRJ401,Office
1197,Employee_1197,Audit,15/02/2025,Present,10:23:00,17:59:00,PRJ401,Remote
1021,Employee_1021,Consulting,15/06/2025,Present,9:33:00,18:19:00,PRJ201,Office
1336,Employee_1336,Finance,25/08/2025,Present,9:13:00,18:57:00,PRJ201,Office
1433,Employee_1433,IT,18/10/2025,Absent,,,PRJ301,Office
1153,Employee_1153,HR,14/12/2025,Absent,,,PRJ101,Office
1186,Employee_1186,Consulting,05/12/2025,Present,9:17:00,19:33:00,PRJ401,Remote
1293,Employee_1293,Consulting,01/06/2025,Present,10:41:00,17:12:00,PRJ101,Remote
1080,Employee_1080,Audit,05/04/2025,Present,10:55:00,18:08:00,PRJ201,Remote
1025,Employee_1025,IT,17/01/2025,Present,9:02:00,17:36:00,PRJ201,Remote
1464,Employee_1464,Audit,16/04/2025,Present,10:22:00,17:55:00,PRJ201,Office
1493,Employee_1493,Finance,16/04/2025,Present,10:26:00,18:26:00,PRJ201,Remote
1027,Employee_1027,IT,10/07/2025,Present,9:09:00,17:19:00,PRJ102,Remote
1018,Employee_1018,Consulting,12/08/2025,Present,10:41:00,18:06:00,PRJ101,Remote
1421,Employee_1421,HR,08/03/2025,Present,10:17:00,19:14:00,PRJ102,Office
1486,Employee_1486,HR,27/10/2025,Present,9:59:00,18:43:00,PRJ301,Remote
1178,Employee_1178,Consulting,06/11/2025,Absent,,,PRJ102,Remote
1251,Employee_1251,IT,20/09/2025,Present,10:20:00,19:52:00,PRJ101,Remote
1001,Employee_1001,HR,28/02/2025,Present,9:30:00,17:15:00,PRJ102,Office
1124,Employee_1124,Finance,01/01/2026,Present,10:13:00,18:37:00,PRJ301,Office
1105,Employee_1105,IT,09/04/2025,Present,10:55:00,17:54:00,PRJ401,Remote
1395,Employee_1395,Consulting,28/08/2025,Present,10:29:00,19:53:00,PRJ201,Office
1092,Employee_1092,Consulting,28/10/2025,Present,10:44:00,18:21:00,PRJ301,Remote
1325,Employee_1325,IT,03/04/2025,Present,9:40:00,19:52:00,PRJ201,Remote
1094,Employee_1094,Finance,17/02/2025,Present,9:44:00,19:31:00,PRJ101,Office
1172,Employee_1172,IT,21/06/2025,Present,9:32:00,19:40:00,PRJ102,Office
1051,Employee_1051,Finance,25/07/2025,Absent,,,PRJ401,Office
1093,Employee_1093,Audit,22/04/2025,Present,9:16:00,17:09:00,PRJ101,Remote
1304,Employee_1304,IT,14/10/2025,Present,9:15:00,19:15:00,PRJ101,Remote
1121,Employee_1121,Consulting,03/01/2025,Present,9:39:00,19:31:00,PRJ401,Office
1339,Employee_1339,Consulting,24/12/2025,Absent,,,PRJ102,Office
1147,Employee_1147,IT,26/04/2025,Present,10:38:00,18:44:00,PRJ301,Office
1261,Employee_1261,HR,23/07/2025,Present,9:24:00,17:01:00,PRJ201,Remote
1005,Employee_1005,Audit,01/10/2025,Absent,,,PRJ301,Office
1368,Employee_1368,Finance,28/07/2025,Leave,,,PRJ201,Office
1228,Employee_1228,HR,09/11/2025,Absent,,,PRJ401,Remote
1004,Employee_1004,Audit,06/02/2025,Absent,,,PRJ301,Remote
1086,Employee_1086,Finance,17/12/2025,Leave,,,PRJ101,Office
1189,Employee_1189,Audit,06/05/2025,Present,9:26:00,18:32:00,PRJ102,Remote
1216,Employee_1216,HR,26/10/2025,Present,10:38:00,17:29:00,PRJ201,Office
1428,Employee_1428,IT,23/02/2025,Leave,,,PRJ301,Office
1326,Employee_1326,IT,27/05/2025,Present,9:22:00,18:52:00,PRJ101,Remote
1136,Employee_1136,Finance,09/12/2025,Present,9:34:00,18:52:00,PRJ101,Remote
1271,Employee_1271,HR,12/04/2025,Present,10:58:00,17:46:00,PRJ401,Office
1185,Employee_1185,HR,26/01/2025,Present,10:21:00,17:06:00,PRJ102,Office
1009,Employee_1009,HR,16/10/2025,Present,10:05:00,19:35:00,PRJ101,Office
1181,Employee_1181,Consulting,15/10/2025,Present,9:21:00,17:53:00,PRJ102,Remote
1018,Employee_1018,Consulting,16/05/2025,Absent,,,PRJ102,Remote
1298,Employee_1298,Consulting,08/01/2025,Leave,,,PRJ301,Office
